,comment,off
4411,ادا أسندت المهام إلى غير أهلها فانتضر الساعة افنكم آملين المستر و الدكتورة هادا غير بمشطة و مقص اتخصار الهدرة  دار البوز,0
7873,نزار كنتمنى تبقى رجولة,0
6538,هاد الكاطبيلار مكتعرفها لاكضحك ولاكتبكي لاصورة لاصوت,1
6850,كاع هادشي من ضربه ومزال حيه الله يهدي الحلق ويبين الحق,0
1359,الظواهر المجتمعية السيئة هي مثل السرطان ,0
4375,"كن معينا لها وحاميها اخي الكريم وسوف تجد فيها  خير لا يعد ولا يحصى""",0
1530,فحال هكا الممسوخة تنا مقلوبة  كروم ديالك علينا خاف من الله  تنا الله يهديك,1
7797,شكرا لناس لذخلات عندي 💗,0
2011,مشاكل المغاربة محال تقدو معرفت علاش و مجتمع ديالنا مبقاش تحشم أو نقص و فشل تربوي فالأسر المغربية بنت شحال كان لحمها عزيز عليها دبا تنشوف هلمكوزة هليهزة رجليها هلتوزجات إفريقي هرب عليها هلخليجي تضربها و أم ديالها تتبكي نقدوني بزف مشاكيل تتبين لينا ولنا عيشين فالدوار لضو لما هلتكريسي هلخصرو ليها وجهها و دكتور التازي ترقع بحال طولي طومبيلات صحاب كسيد صافي المغاربة بركة من هذشي و نتصلحو مع نفوسنا و نهاية الجاهلية و الأمراض نفسية لفيه شي حاجة يمشي دوي رسو .......,1
4190,والله يخرجنا من دار العيب بلا عيب,0
5164,انتم من تامر على الإسلام لخوفكم من مسواتكم مع الهندي,1
8021,التحدي مع ريكو هوا هاد الاغنية هههههه كلشي يدير جيم باش يشوفو ههههه,0
7607,صراحة كليب وااعر شكون لي بكا فاش كال الرب العالي😥 دخلو عندي تسمعو نزار آش كال على الحمل ديال ندى حاسي,0
7715,هل هنا من يشجع ناشرين القرآن الكريم.,0
4126,نطالب بوقف هاته القنوات الاباحية,1
2718,راه والله حتى عبر عليك كان بغيت كاع رجال يكونوا بحال هاكة وش هاد قلة لحية قلة لعفة قلة الاحترام الله ياخد فيكم الحق المسخوطات بغيتوا دخلوا لفلوس باءي طريقة اتفوا وجه لوسخ,1
1527,اوا بارطاجي لينا كفاش سمحمد تدوقلك الحلوى في بيت نعاس انا تنظن انك نتي لتدوقيليه الحلوة باش نيت روتيني ولي فيه محتوى اوا عرفتي راك خيرية تتكلم ...,1
4651,انا ف الشات كايقولي شي واحد ممكن نشوف تصويرتك و أنت واقفة و الفورمة كنقوليه اوكي ف  ثانية واحدة كنديرليه بلوك,0
1069,داخلنا عليكم بالله اش داك اللباس لي لبسين لبنات تفو معندهمش علاش يحشمو,1
19,انت مالك ومال الشقق يا المحساد يا المنافق كتقول لقيتيه كيخدم بي 3000درهم الله يمسخك في سنة 1992 خدم عندي 20000درهم مكنتيش امعاه,1
7930,أنا من خميسات بنات الخميسات راه زوينات وضريفات  و لكن معرفتش علاش هادي خرجات من الجنب,0
3462,انا مافهمتش ام كتقول هدي بنت و هيا كتقَول انا ولد والله مافهمت مهم الله يشفيها يارب و يبعدها على إدمان يارب,0
5194,تركب معه بسيارته,0
2058,حسبي الله ونعم الوكيل يا هاد القناة ديال الويل,1
3112,تبارك الله عليك شقا ولايني شقا درتيه لينا حنا كاع ماكنعىرفو نجفو الكوزينة والسي محمد حتى هو صاوب لينا الحوت واسيري الله يمسخك انت والفيديوات ديالك,1
5359,هكاك عطيو لطاسيلت جد باباه,1
3448,راها بنت تحيد لحوايج رجال وتخلي شعرها يطوال,0
7603,"شحال من واحد دابا كايشوف هاد التعليق بغيتك تشوف ميمتك في جنة الفردوس الأعلى إلى فرحتيني بشي ابوني,,,,,",0
888,ما هذا الخراء ياترى,1
5374,على الرئيس السابق ان يقدم مبادرته الى الله,0
4499,هذ نسبة المشاهدة لي ربحتو من هذ الفيديوعاونو هد ناس,0
5978,و الله ما كدب حلوف و حلوفة الغيس.,1
2430,عاد هد المحامي الله استر,0
7094,تحية ناس المغارب,0
1989,"بصح اخوتي وخوتاتي خاصها تكون عبرة لبنات لي غي يلصقو مايعرفوه لا راجل متزوج لا عنده ولاده بلا بيه يعيشو معقدين مايعرفوه راجل  هبيل غي لي شافوه عنده زنطيط يلسقوه لمهم راهم تزوجو او عندها راجل ماشي مهم متزوج ولا أعزب غي لي شاف فيهم اجي طلع الله ينتقم منكم شحال من مرآة متزوجة خرجتو على زواجها  او يتمتو أطفال الله ياخد فيكم الحق""",1
3266,وراها بنت خاصها علاج نفسي الله يشافيها ياااربي,0
1169,أول فديو بكاني والله,0
821,تفو على مستوى بخ,1
4829,الأنوثة كاتبكي فالقنت😂😂😂😂😂😂😂😂😂😂,1
5920,ماكانش ادير هاديك لموسخة,1
4084,"انا: صماكيت صماكيت""",0
6520,والله الى بقى فيا الله يرحمك يااربي,0
6666,عائلتها مساكن الله يكون في عوانهم بقاووو فيا مساكن الله ياخذ الحق في هذا شوها 😭😭😭😭,0
1157,انا بكيت والله الله اخليكم لبعضكم وبعد عليكم ولاد لحرام,0
5905,على كمامر غير البنات 😨ليكايزنيو,1
7601,"لي بان ليه نزار ترجل و تنقا مع الملولي

ايدير ليك👍👍👍",0
6985,تحياتي لكم جميعا من باريس أولاد بلادي الاحرار عاش المغرب عاش الملك,0
7551,نزار تْبت تعليقي عندي ولد مريض بتوحد والله العظيم اخويا حتى مصاريف المدرسة والترويض مبقيتش قادة عليها والله تغلبت بغيت ربي فرحك اخويا ويحفظك أخويا نكمل غير الشرط الأول دخلو فرحوني,0
4731,حامضين حفات ليكم مشات جماعة مون بيبي وها كورونا العلب الليلية سادين والفنانة اوختها ريا وسكينة الحبس .القضية حامضة.,1
4434,قال نجم كندا هههههههههههههههه,0
1780,لي ما عندو (هم) تولدو ليه حمارتو.,1
1453,انا بغيت الله ينتقم من هاد اللي خرج لينا هاد. الانترنيت. و اليتوب. والوات صاب. الله يعطي لمو العداب. شوف فين ولينا,1
4912,هاد خانزه ساري كول شحال باسلة,1
1567,راه ماش الفورنو لي موسخ راه انت لي موسخة حيث باغيا الفلوس باي طريقة الله يعفو عليكم,1
7787,شكون تيجي يسمع الاغنية مرا مرا سطيوني حديا 😂😂😂,0
4641,مسكين هاد السيد باين عندو شي حاجة ضاراه فقلبو غير ملاقي جهد,0
2363,دائما. العنوان  موسخ مستوى طايح,1
5015,هادشي منسم مخري,1
1529,مبقاو رجال ولاعيلات تفو عليكم,1
4070,علامات ساعة بانو  .,0
5741,من وجهة نظري غزات فيها مرتو اش داها لراجل المرا و نايضة دير معه علاقة جنسية خارج إطار الزواج القانوني الكلاخ,1
2511,هده القضية مبنية من الاول على عدم النية بين الطرفين الضحية اغواها المنصب والتاني اغوته الحلوى ولهادا كل ما يبنى على باطل فهو باطل,0
4387,حسبنا الله ونعم الوكيل لا تنهى عن خلق وتأتي مثله عار عليك اذا فعلت عظيم,0
4247,سمحيلي اختي يالله دخلت شفت قناتك ما فيها ما يتشاف متقوليش روتين يومي بل قناة الفسق والفجور,1
1356,الله ينعل هاد شوف خيخي اش كديرو كتفضحو في عباد الله.,1
2308,سير يعطيكم مصيبة مكتخافوش الله,1
